diocese,oa_2022_code,oa_in_dio
Glasgow and Galloway,S00158410,1
Glasgow and Galloway,S00158411,1
Glasgow and Galloway,S00158412,1
Glasgow and Galloway,S00158413,1
Glasgow and Galloway,S00158414,1
Glasgow and Galloway,S00158415,1
Glasgow and Galloway,S00158416,1
Glasgow and Galloway,S00158417,1
Glasgow and Galloway,S00158418,1
Glasgow and Galloway,S00158419,1
Glasgow and Galloway,S00158420,1
Glasgow and Galloway,S00158421,1
Glasgow and Galloway,S00158422,1
Glasgow and Galloway,S00158423,1
Glasgow and Galloway,S00158424,1
Glasgow and Galloway,S00158425,1
Glasgow and Galloway,S00158426,1
Glasgow and Galloway,S00158427,1
Glasgow and Galloway,S00158428,1
Glasgow and Galloway,S00158429,1
Glasgow and Galloway,S00158430,1
Glasgow and Galloway,S00158431,1
Glasgow and Galloway,S00158432,1
Glasgow and Galloway,S00158433,1
Glasgow and Galloway,S00158434,1
Glasgow and Galloway,S00158435,1
Glasgow and Galloway,S00158436,1
Glasgow and Galloway,S00158437,1
Glasgow and Galloway,S00158438,1
Glasgow and Galloway,S00158439,1
Glasgow and Galloway,S00158440,1
Glasgow and Galloway,S00158441,1
Glasgow and Galloway,S00158442,1
Glasgow and Galloway,S00158443,1
Glasgow and Galloway,S00158444,1
Glasgow and Galloway,S00158445,1
Glasgow and Galloway,S00158446,1
Glasgow and Galloway,S00158447,1
Glasgow and Galloway,S00158448,1
Glasgow and Galloway,S00158449,1
Glasgow and Galloway,S00158450,1
Glasgow and Galloway,S00158451,1
Glasgow and Galloway,S00158452,1
Glasgow and Galloway,S00158453,1
Glasgow and Galloway,S00158454,1
Glasgow and Galloway,S00158455,1
Glasgow and Galloway,S00158456,1
Glasgow and Galloway,S00158457,1
Glasgow and Galloway,S00158458,1
Glasgow and Galloway,S00158459,1
Glasgow and Galloway,S00158460,1
Glasgow and Galloway,S00158461,1
Glasgow and Galloway,S00158462,1
Glasgow and Galloway,S00158463,1
Glasgow and Galloway,S00158464,1
Glasgow and Galloway,S00158465,1
Glasgow and Galloway,S00158466,1
Glasgow and Galloway,S00158467,1
Glasgow and Galloway,S00158468,1
Glasgow and Galloway,S00158469,1
Glasgow and Galloway,S00158470,1
Glasgow and Galloway,S00158471,1
Glasgow and Galloway,S00158472,1
Glasgow and Galloway,S00158473,1
Glasgow and Galloway,S00158474,1
Glasgow and Galloway,S00158475,1
Glasgow and Galloway,S00158476,1
Glasgow and Galloway,S00158477,1
Glasgow and Galloway,S00158478,1
Glasgow and Galloway,S00158479,1
Glasgow and Galloway,S00158480,1
Glasgow and Galloway,S00158481,1
Glasgow and Galloway,S00158482,1
Glasgow and Galloway,S00158483,1
Glasgow and Galloway,S00158484,1
Glasgow and Galloway,S00158485,1
Glasgow and Galloway,S00158486,1
Glasgow and Galloway,S00158487,1
Glasgow and Galloway,S00158488,1
Glasgow and Galloway,S00158489,1
Glasgow and Galloway,S00158490,1
Glasgow and Galloway,S00158491,1
Glasgow and Galloway,S00158492,1
Glasgow and Galloway,S00158493,1
Glasgow and Galloway,S00158494,1
Glasgow and Galloway,S00158495,1
Glasgow and Galloway,S00158496,1
Glasgow and Galloway,S00158497,1
Glasgow and Galloway,S00158498,1
Glasgow and Galloway,S00158499,1
Glasgow and Galloway,S00158500,1
Glasgow and Galloway,S00158501,1
Glasgow and Galloway,S00158502,1
Glasgow and Galloway,S00158503,1
Glasgow and Galloway,S00158504,1
Glasgow and Galloway,S00158505,1
Glasgow and Galloway,S00158506,1
Glasgow and Galloway,S00158507,1
Glasgow and Galloway,S00158508,1
Glasgow and Galloway,S00158509,1
Glasgow and Galloway,S00158510,1
Glasgow and Galloway,S00158511,1
Glasgow and Galloway,S00158512,1
Glasgow and Galloway,S00158513,1
Glasgow and Galloway,S00158514,1
Glasgow and Galloway,S00158515,1
Glasgow and Galloway,S00158516,1
Glasgow and Galloway,S00158517,1
Glasgow and Galloway,S00158518,1
Glasgow and Galloway,S00158519,1
Glasgow and Galloway,S00158520,1
Glasgow and Galloway,S00158521,1
Glasgow and Galloway,S00158522,1
Glasgow and Galloway,S00158523,1
Glasgow and Galloway,S00158524,1
Glasgow and Galloway,S00158525,1
Glasgow and Galloway,S00158526,1
Glasgow and Galloway,S00158527,1
Glasgow and Galloway,S00158528,1
Glasgow and Galloway,S00158529,1
Glasgow and Galloway,S00158530,1
Glasgow and Galloway,S00158531,1
Glasgow and Galloway,S00158532,1
Glasgow and Galloway,S00158533,1
Glasgow and Galloway,S00158534,1
Glasgow and Galloway,S00158535,1
Glasgow and Galloway,S00158536,1
Glasgow and Galloway,S00158537,1
Glasgow and Galloway,S00158538,1
Glasgow and Galloway,S00158539,1
Glasgow and Galloway,S00158540,1
Glasgow and Galloway,S00158541,1
Glasgow and Galloway,S00158542,1
Glasgow and Galloway,S00158543,1
Glasgow and Galloway,S00158544,1
Glasgow and Galloway,S00158545,1
Glasgow and Galloway,S00158546,1
Glasgow and Galloway,S00158547,1
Glasgow and Galloway,S00158548,1
Glasgow and Galloway,S00158549,1
Glasgow and Galloway,S00158550,1
Glasgow and Galloway,S00158551,1
Glasgow and Galloway,S00158552,1
Glasgow and Galloway,S00158553,1
Glasgow and Galloway,S00158554,1
Glasgow and Galloway,S00158555,1
Glasgow and Galloway,S00158556,1
Glasgow and Galloway,S00158557,1
Glasgow and Galloway,S00158558,1
Glasgow and Galloway,S00158559,1
Glasgow and Galloway,S00158560,1
Glasgow and Galloway,S00158561,1
Glasgow and Galloway,S00158562,1
Glasgow and Galloway,S00158563,1
Glasgow and Galloway,S00158564,1
Glasgow and Galloway,S00158565,1
Glasgow and Galloway,S00158566,1
Glasgow and Galloway,S00158567,1
Glasgow and Galloway,S00158568,1
Glasgow and Galloway,S00158569,1
Glasgow and Galloway,S00158570,1
Glasgow and Galloway,S00158571,1
Glasgow and Galloway,S00158572,1
Glasgow and Galloway,S00158573,1
Glasgow and Galloway,S00158574,1
Glasgow and Galloway,S00158575,1
Glasgow and Galloway,S00158576,1
Glasgow and Galloway,S00158577,1
Glasgow and Galloway,S00158578,1
Glasgow and Galloway,S00158579,1
Glasgow and Galloway,S00158580,1
Glasgow and Galloway,S00158581,1
Glasgow and Galloway,S00158582,1
Glasgow and Galloway,S00158583,1
Glasgow and Galloway,S00158584,1
Glasgow and Galloway,S00158585,1
Glasgow and Galloway,S00158586,1
Glasgow and Galloway,S00158587,1
Glasgow and Galloway,S00158588,1
Glasgow and Galloway,S00158589,1
Glasgow and Galloway,S00158590,1
Glasgow and Galloway,S00158591,1
Glasgow and Galloway,S00158592,1
Glasgow and Galloway,S00158593,1
Glasgow and Galloway,S00158594,1
Glasgow and Galloway,S00158595,1
Glasgow and Galloway,S00158596,1
Glasgow and Galloway,S00158597,1
Glasgow and Galloway,S00158598,1
Glasgow and Galloway,S00158599,1
Glasgow and Galloway,S00158600,1
Glasgow and Galloway,S00158601,1
Glasgow and Galloway,S00158602,1
Glasgow and Galloway,S00158603,1
Glasgow and Galloway,S00158604,1
Glasgow and Galloway,S00158605,1
Glasgow and Galloway,S00158606,1
Glasgow and Galloway,S00158607,1
Glasgow and Galloway,S00158608,1
Glasgow and Galloway,S00158609,1
Glasgow and Galloway,S00158610,1
Glasgow and Galloway,S00158611,1
Glasgow and Galloway,S00158612,1
Glasgow and Galloway,S00158613,1
Glasgow and Galloway,S00158614,1
Glasgow and Galloway,S00158615,1
Glasgow and Galloway,S00158616,1
Glasgow and Galloway,S00158617,1
Glasgow and Galloway,S00158618,1
Glasgow and Galloway,S00158619,1
Glasgow and Galloway,S00158620,1
Glasgow and Galloway,S00158621,1
Glasgow and Galloway,S00158622,1
Glasgow and Galloway,S00158623,1
Glasgow and Galloway,S00158624,1
Glasgow and Galloway,S00158625,1
Glasgow and Galloway,S00158626,1
Glasgow and Galloway,S00158627,1
Glasgow and Galloway,S00158628,1
Glasgow and Galloway,S00158629,1
Glasgow and Galloway,S00158630,1
Glasgow and Galloway,S00158631,1
Glasgow and Galloway,S00158632,1
Glasgow and Galloway,S00158633,1
Glasgow and Galloway,S00158634,1
Glasgow and Galloway,S00158635,1
Glasgow and Galloway,S00158636,1
Glasgow and Galloway,S00158637,1
Glasgow and Galloway,S00158638,1
Glasgow and Galloway,S00158639,1
Glasgow and Galloway,S00158640,1
Glasgow and Galloway,S00158641,1
Glasgow and Galloway,S00158642,1
Glasgow and Galloway,S00158643,1
Glasgow and Galloway,S00158644,1
Glasgow and Galloway,S00158645,1
Glasgow and Galloway,S00158646,1
Glasgow and Galloway,S00158647,1
Glasgow and Galloway,S00158648,1
Glasgow and Galloway,S00158649,1
Glasgow and Galloway,S00158650,1
Glasgow and Galloway,S00158651,1
Glasgow and Galloway,S00158652,1
Glasgow and Galloway,S00158653,1
Glasgow and Galloway,S00158654,1
Glasgow and Galloway,S00158655,1
Glasgow and Galloway,S00158656,1
Glasgow and Galloway,S00158657,1
Glasgow and Galloway,S00158658,1
Glasgow and Galloway,S00158659,1
Glasgow and Galloway,S00158660,1
Glasgow and Galloway,S00158661,1
Glasgow and Galloway,S00158662,1
Glasgow and Galloway,S00158663,1
Glasgow and Galloway,S00158664,1
Glasgow and Galloway,S00158665,1
Glasgow and Galloway,S00158666,1
Glasgow and Galloway,S00158667,1
Glasgow and Galloway,S00158668,1
Glasgow and Galloway,S00158669,1
Glasgow and Galloway,S00158670,1
Glasgow and Galloway,S00158671,1
Glasgow and Galloway,S00158672,1
Glasgow and Galloway,S00158673,1
Glasgow and Galloway,S00158674,1
Glasgow and Galloway,S00158675,1
Glasgow and Galloway,S00158676,1
Glasgow and Galloway,S00158677,1
Glasgow and Galloway,S00158678,1
Glasgow and Galloway,S00158679,1
Glasgow and Galloway,S00158680,1
Glasgow and Galloway,S00158681,1
Glasgow and Galloway,S00158682,1
Glasgow and Galloway,S00158683,1
Glasgow and Galloway,S00158684,1
Glasgow and Galloway,S00158685,1
Glasgow and Galloway,S00158686,1
Glasgow and Galloway,S00158687,1
Glasgow and Galloway,S00158688,1
Glasgow and Galloway,S00158689,1
Glasgow and Galloway,S00158690,1
Glasgow and Galloway,S00158691,1
Glasgow and Galloway,S00158692,1
Glasgow and Galloway,S00158693,1
Glasgow and Galloway,S00158694,1
Glasgow and Galloway,S00158695,1
Glasgow and Galloway,S00158696,1
Glasgow and Galloway,S00158697,1
Glasgow and Galloway,S00158698,1
Glasgow and Galloway,S00158699,1
Glasgow and Galloway,S00158700,1
Glasgow and Galloway,S00158701,1
Glasgow and Galloway,S00158702,1
Glasgow and Galloway,S00158703,1
Glasgow and Galloway,S00158704,1
Glasgow and Galloway,S00158705,1
Glasgow and Galloway,S00158706,1
Glasgow and Galloway,S00158707,1
Glasgow and Galloway,S00158708,1
Glasgow and Galloway,S00158709,1
Glasgow and Galloway,S00158710,1
Glasgow and Galloway,S00158711,1
Glasgow and Galloway,S00158712,1
Glasgow and Galloway,S00158713,1
Glasgow and Galloway,S00158714,1
Glasgow and Galloway,S00158715,1
Glasgow and Galloway,S00158716,1
Glasgow and Galloway,S00158717,1
Glasgow and Galloway,S00158718,1
Glasgow and Galloway,S00158719,1
Glasgow and Galloway,S00158720,1
Glasgow and Galloway,S00158721,1
Glasgow and Galloway,S00158722,1
Glasgow and Galloway,S00158723,1
Glasgow and Galloway,S00158724,1
Glasgow and Galloway,S00158725,1
Glasgow and Galloway,S00158726,1
Glasgow and Galloway,S00158727,1
Glasgow and Galloway,S00158728,1
Glasgow and Galloway,S00158729,1
Glasgow and Galloway,S00158730,1
Glasgow and Galloway,S00158731,1
Glasgow and Galloway,S00158732,1
Glasgow and Galloway,S00158733,1
Glasgow and Galloway,S00158734,1
Glasgow and Galloway,S00158735,1
Glasgow and Galloway,S00158736,1
Glasgow and Galloway,S00158737,1
Glasgow and Galloway,S00158738,1
Glasgow and Galloway,S00158739,1
Glasgow and Galloway,S00158740,1
Glasgow and Galloway,S00158741,1
Glasgow and Galloway,S00158742,1
Glasgow and Galloway,S00158743,1
Glasgow and Galloway,S00158744,1
Glasgow and Galloway,S00158745,1
Glasgow and Galloway,S00158746,1
Glasgow and Galloway,S00158747,1
Glasgow and Galloway,S00158748,1
Glasgow and Galloway,S00158749,1
Glasgow and Galloway,S00158750,1
Glasgow and Galloway,S00158751,1
Glasgow and Galloway,S00158752,1
Glasgow and Galloway,S00158753,1
Glasgow and Galloway,S00158754,1
Glasgow and Galloway,S00158755,1
Glasgow and Galloway,S00158756,1
Glasgow and Galloway,S00158757,1
Glasgow and Galloway,S00158758,1
Glasgow and Galloway,S00158759,1
Glasgow and Galloway,S00158760,1
Glasgow and Galloway,S00158761,1
Glasgow and Galloway,S00158762,1
Glasgow and Galloway,S00158763,1
Glasgow and Galloway,S00158764,1
Glasgow and Galloway,S00158765,1
Glasgow and Galloway,S00158766,1
Glasgow and Galloway,S00158767,1
Glasgow and Galloway,S00158768,1
Glasgow and Galloway,S00158769,1
Glasgow and Galloway,S00158770,1
Glasgow and Galloway,S00158771,1
Glasgow and Galloway,S00158772,1
Glasgow and Galloway,S00158773,1
Glasgow and Galloway,S00158774,1
Glasgow and Galloway,S00158775,1
Glasgow and Galloway,S00158776,1
Glasgow and Galloway,S00158777,1
Glasgow and Galloway,S00158778,1
Glasgow and Galloway,S00158779,1
Glasgow and Galloway,S00158780,1
Glasgow and Galloway,S00158781,1
Glasgow and Galloway,S00158782,1
Glasgow and Galloway,S00158783,1
Glasgow and Galloway,S00158784,1
Glasgow and Galloway,S00158785,1
Glasgow and Galloway,S00158786,1
Glasgow and Galloway,S00158787,1
Glasgow and Galloway,S00158788,1
Glasgow and Galloway,S00158789,1
Glasgow and Galloway,S00158790,1
Glasgow and Galloway,S00158791,1
Glasgow and Galloway,S00158792,1
Glasgow and Galloway,S00158793,1
Glasgow and Galloway,S00158794,1
Glasgow and Galloway,S00158795,1
Glasgow and Galloway,S00158796,1
Glasgow and Galloway,S00158797,1
Glasgow and Galloway,S00158798,1
Glasgow and Galloway,S00158799,1
Glasgow and Galloway,S00158800,1
Glasgow and Galloway,S00158801,1
Glasgow and Galloway,S00158802,1
Glasgow and Galloway,S00158803,1
Glasgow and Galloway,S00158804,1
Glasgow and Galloway,S00158805,1
Glasgow and Galloway,S00158806,1
Glasgow and Galloway,S00158807,1
Glasgow and Galloway,S00158808,1
Glasgow and Galloway,S00158809,1
Glasgow and Galloway,S00158810,1
Glasgow and Galloway,S00158811,1
Glasgow and Galloway,S00158812,1
Glasgow and Galloway,S00158813,1
Glasgow and Galloway,S00158814,1
Glasgow and Galloway,S00158815,1
Glasgow and Galloway,S00158816,1
Glasgow and Galloway,S00158817,1
Glasgow and Galloway,S00158818,1
Glasgow and Galloway,S00158819,1
Glasgow and Galloway,S00158820,1
Glasgow and Galloway,S00158821,1
Glasgow and Galloway,S00158822,1
Glasgow and Galloway,S00158823,1
Glasgow and Galloway,S00158824,1
Glasgow and Galloway,S00158825,1
Glasgow and Galloway,S00158826,1
Glasgow and Galloway,S00158827,1
Glasgow and Galloway,S00158828,1
Glasgow and Galloway,S00158829,1
Glasgow and Galloway,S00158830,1
Glasgow and Galloway,S00158831,1
Glasgow and Galloway,S00158832,1
Glasgow and Galloway,S00158833,1
Glasgow and Galloway,S00158834,1
Glasgow and Galloway,S00158835,1
Glasgow and Galloway,S00158836,1
Glasgow and Galloway,S00158837,1
Glasgow and Galloway,S00158838,1
Glasgow and Galloway,S00158839,1
Glasgow and Galloway,S00158840,1
Glasgow and Galloway,S00158841,1
Glasgow and Galloway,S00158842,1
Glasgow and Galloway,S00158843,1
Glasgow and Galloway,S00158844,1
Glasgow and Galloway,S00158845,1
Glasgow and Galloway,S00158846,1
Glasgow and Galloway,S00158847,1
Glasgow and Galloway,S00158848,1
Glasgow and Galloway,S00158849,1
Glasgow and Galloway,S00158850,1
Glasgow and Galloway,S00158851,1
Glasgow and Galloway,S00158852,1
Glasgow and Galloway,S00158853,1
Glasgow and Galloway,S00158854,1
Glasgow and Galloway,S00158855,1
Glasgow and Galloway,S00158856,1
Glasgow and Galloway,S00158857,1
Glasgow and Galloway,S00158858,1
Glasgow and Galloway,S00158859,1
Glasgow and Galloway,S00158860,1
Glasgow and Galloway,S00158861,1
Glasgow and Galloway,S00158862,1
Glasgow and Galloway,S00158863,1
Glasgow and Galloway,S00158864,1
Glasgow and Galloway,S00158865,1
Glasgow and Galloway,S00158866,1
Glasgow and Galloway,S00158867,1
Glasgow and Galloway,S00158868,1
Glasgow and Galloway,S00158869,1
Glasgow and Galloway,S00158870,1
Glasgow and Galloway,S00158871,1
Glasgow and Galloway,S00158872,1
Glasgow and Galloway,S00158873,1
Glasgow and Galloway,S00158874,1
Glasgow and Galloway,S00158875,1
Glasgow and Galloway,S00158876,1
Glasgow and Galloway,S00158877,1
Glasgow and Galloway,S00158878,1
Glasgow and Galloway,S00158879,1
Glasgow and Galloway,S00158880,1
Glasgow and Galloway,S00158881,1
Glasgow and Galloway,S00158882,1
Glasgow and Galloway,S00158883,1
Glasgow and Galloway,S00158884,1
Glasgow and Galloway,S00158885,1
Glasgow and Galloway,S00158886,1
Glasgow and Galloway,S00158887,1
Glasgow and Galloway,S00158888,1
Glasgow and Galloway,S00158889,1
Glasgow and Galloway,S00158890,1
Glasgow and Galloway,S00158891,1
Glasgow and Galloway,S00158892,1
Glasgow and Galloway,S00158893,1
Glasgow and Galloway,S00158894,1
Glasgow and Galloway,S00158895,1
Glasgow and Galloway,S00158896,1
Glasgow and Galloway,S00158897,1
Glasgow and Galloway,S00158898,1
Glasgow and Galloway,S00158899,1
Glasgow and Galloway,S00158900,1
Glasgow and Galloway,S00158901,1
Glasgow and Galloway,S00158902,1
Glasgow and Galloway,S00158903,1
Glasgow and Galloway,S00158904,1
Glasgow and Galloway,S00158905,1
Glasgow and Galloway,S00158906,1
Glasgow and Galloway,S00158907,1
Glasgow and Galloway,S00158908,1
Glasgow and Galloway,S00158909,1
Glasgow and Galloway,S00158910,1
Glasgow and Galloway,S00158911,1
Glasgow and Galloway,S00158912,1
Glasgow and Galloway,S00158913,1
Glasgow and Galloway,S00158914,1
Glasgow and Galloway,S00158915,1
Glasgow and Galloway,S00158916,1
Glasgow and Galloway,S00158917,1
Glasgow and Galloway,S00158918,1
Glasgow and Galloway,S00158919,1
Glasgow and Galloway,S00158920,1
Glasgow and Galloway,S00158921,1
Glasgow and Galloway,S00158922,1
Glasgow and Galloway,S00158923,1
Glasgow and Galloway,S00158924,1
Glasgow and Galloway,S00158925,1
Glasgow and Galloway,S00158926,1
Glasgow and Galloway,S00158927,1
Glasgow and Galloway,S00158928,1
Glasgow and Galloway,S00158929,1
Glasgow and Galloway,S00158930,1
Glasgow and Galloway,S00158931,1
Glasgow and Galloway,S00158932,1
Glasgow and Galloway,S00158933,1
Glasgow and Galloway,S00158934,1
Glasgow and Galloway,S00158935,1
Glasgow and Galloway,S00158936,1
Glasgow and Galloway,S00158937,1
Glasgow and Galloway,S00158938,1
Glasgow and Galloway,S00158939,1
Glasgow and Galloway,S00158940,1
Glasgow and Galloway,S00158941,1
Glasgow and Galloway,S00158942,1
Glasgow and Galloway,S00158943,1
Glasgow and Galloway,S00158944,1
Glasgow and Galloway,S00158945,1
Glasgow and Galloway,S00158946,1
Glasgow and Galloway,S00158947,1
Glasgow and Galloway,S00158948,1
Glasgow and Galloway,S00158949,1
Glasgow and Galloway,S00158950,1
Glasgow and Galloway,S00158951,1
Glasgow and Galloway,S00158952,1
Glasgow and Galloway,S00158953,1
Glasgow and Galloway,S00158954,1
Glasgow and Galloway,S00158955,1
Glasgow and Galloway,S00158956,1
Glasgow and Galloway,S00158957,1
Glasgow and Galloway,S00158958,1
Glasgow and Galloway,S00158959,1
Glasgow and Galloway,S00158960,1
Glasgow and Galloway,S00158961,1
Glasgow and Galloway,S00158962,1
Glasgow and Galloway,S00158963,1
Glasgow and Galloway,S00158964,1
Glasgow and Galloway,S00158965,1
Glasgow and Galloway,S00158966,1
Glasgow and Galloway,S00158967,1
Glasgow and Galloway,S00158968,1
Glasgow and Galloway,S00158969,1
Glasgow and Galloway,S00158970,1
Glasgow and Galloway,S00158971,1
Glasgow and Galloway,S00158972,1
Glasgow and Galloway,S00158973,1
Glasgow and Galloway,S00158974,1
Glasgow and Galloway,S00158975,1
Glasgow and Galloway,S00158976,1
Glasgow and Galloway,S00158977,1
Glasgow and Galloway,S00158978,1
Glasgow and Galloway,S00158979,1
Glasgow and Galloway,S00158980,1
Glasgow and Galloway,S00158981,1
Glasgow and Galloway,S00158982,1
Glasgow and Galloway,S00158983,1
Glasgow and Galloway,S00158984,1
Glasgow and Galloway,S00158985,1
Glasgow and Galloway,S00158986,1
Glasgow and Galloway,S00158987,1
Glasgow and Galloway,S00158988,1
Glasgow and Galloway,S00158989,1
Glasgow and Galloway,S00158990,1
Glasgow and Galloway,S00158991,1
Glasgow and Galloway,S00158992,1
Glasgow and Galloway,S00158993,1
Glasgow and Galloway,S00158994,1
Glasgow and Galloway,S00158995,1
Glasgow and Galloway,S00158996,1
Glasgow and Galloway,S00158997,1
Glasgow and Galloway,S00158998,1
Glasgow and Galloway,S00158999,1
Glasgow and Galloway,S00159000,1
Glasgow and Galloway,S00159001,1
Glasgow and Galloway,S00159002,1
Glasgow and Galloway,S00159003,1
Glasgow and Galloway,S00159004,1
Glasgow and Galloway,S00159005,1
Glasgow and Galloway,S00159006,1
Glasgow and Galloway,S00159007,1
Glasgow and Galloway,S00159008,1
Glasgow and Galloway,S00159009,1
Glasgow and Galloway,S00159010,1
Glasgow and Galloway,S00159011,1
Glasgow and Galloway,S00159012,1
Glasgow and Galloway,S00159013,1
Glasgow and Galloway,S00159014,1
Glasgow and Galloway,S00159015,1
Glasgow and Galloway,S00159016,1
Glasgow and Galloway,S00159017,1
Glasgow and Galloway,S00159018,1
Glasgow and Galloway,S00159019,1
Glasgow and Galloway,S00159020,1
Glasgow and Galloway,S00159021,1
Glasgow and Galloway,S00159022,1
Glasgow and Galloway,S00159023,1
Glasgow and Galloway,S00159024,1
Glasgow and Galloway,S00159025,1
Glasgow and Galloway,S00159026,1
Glasgow and Galloway,S00159027,1
Glasgow and Galloway,S00159028,1
Glasgow and Galloway,S00159029,1
Glasgow and Galloway,S00159030,1
Glasgow and Galloway,S00159031,1
Glasgow and Galloway,S00159032,1
Glasgow and Galloway,S00159033,1
Glasgow and Galloway,S00159034,1
Glasgow and Galloway,S00159035,1
Glasgow and Galloway,S00159036,1
Glasgow and Galloway,S00159037,1
Glasgow and Galloway,S00159038,1
Glasgow and Galloway,S00159039,1
Glasgow and Galloway,S00159040,1
Glasgow and Galloway,S00159041,1
Glasgow and Galloway,S00159042,1
Glasgow and Galloway,S00159043,1
Glasgow and Galloway,S00159044,1
Glasgow and Galloway,S00159045,1
Glasgow and Galloway,S00159046,1
Glasgow and Galloway,S00159047,1
Glasgow and Galloway,S00159048,1
Glasgow and Galloway,S00159049,1
Glasgow and Galloway,S00159050,1
Glasgow and Galloway,S00159051,1
Glasgow and Galloway,S00159052,1
Glasgow and Galloway,S00159053,1
Glasgow and Galloway,S00159054,1
Glasgow and Galloway,S00159055,1
Glasgow and Galloway,S00159056,1
Glasgow and Galloway,S00159057,1
Glasgow and Galloway,S00159058,1
Glasgow and Galloway,S00159059,1
Glasgow and Galloway,S00159060,1
Glasgow and Galloway,S00159061,1
Glasgow and Galloway,S00159062,1
Glasgow and Galloway,S00159063,1
Glasgow and Galloway,S00159064,1
Glasgow and Galloway,S00159065,1
Glasgow and Galloway,S00159066,1
Glasgow and Galloway,S00159067,1
Glasgow and Galloway,S00159068,1
Glasgow and Galloway,S00159069,1
Glasgow and Galloway,S00159070,1
Glasgow and Galloway,S00159071,1
Glasgow and Galloway,S00159072,1
Glasgow and Galloway,S00159073,1
Glasgow and Galloway,S00159074,1
Glasgow and Galloway,S00159075,1
Glasgow and Galloway,S00159076,1
Glasgow and Galloway,S00159077,1
Glasgow and Galloway,S00159078,1
Glasgow and Galloway,S00159079,1
Glasgow and Galloway,S00159080,1
Glasgow and Galloway,S00159081,1
Glasgow and Galloway,S00159082,1
Glasgow and Galloway,S00159083,1
Glasgow and Galloway,S00159084,1
Glasgow and Galloway,S00159085,1
Glasgow and Galloway,S00159086,1
Glasgow and Galloway,S00159087,1
Glasgow and Galloway,S00159088,1
Glasgow and Galloway,S00159089,1
Glasgow and Galloway,S00159090,1
Glasgow and Galloway,S00159091,1
Glasgow and Galloway,S00159092,1
Glasgow and Galloway,S00159093,1
Glasgow and Galloway,S00159094,1
Glasgow and Galloway,S00159095,1
Glasgow and Galloway,S00159096,1
Glasgow and Galloway,S00159097,1
Glasgow and Galloway,S00159098,1
Glasgow and Galloway,S00159099,1
Glasgow and Galloway,S00159100,1
Glasgow and Galloway,S00159101,1
Glasgow and Galloway,S00159102,1
Glasgow and Galloway,S00159103,1
Glasgow and Galloway,S00159104,1
Glasgow and Galloway,S00159105,1
Glasgow and Galloway,S00159106,1
Glasgow and Galloway,S00159107,1
Glasgow and Galloway,S00159108,1
Glasgow and Galloway,S00159109,1
Glasgow and Galloway,S00159110,1
Glasgow and Galloway,S00159111,1
Glasgow and Galloway,S00159112,1
Glasgow and Galloway,S00159113,1
Glasgow and Galloway,S00159114,1
Glasgow and Galloway,S00159115,1
Glasgow and Galloway,S00159116,1
Glasgow and Galloway,S00159117,1
Glasgow and Galloway,S00159118,1
Glasgow and Galloway,S00159119,1
Glasgow and Galloway,S00159120,1
Glasgow and Galloway,S00159121,1
Glasgow and Galloway,S00159122,1
Glasgow and Galloway,S00159123,1
Glasgow and Galloway,S00159124,1
Glasgow and Galloway,S00159125,1
Glasgow and Galloway,S00159126,1
Glasgow and Galloway,S00159127,1
Glasgow and Galloway,S00159128,1
Glasgow and Galloway,S00159129,1
Glasgow and Galloway,S00159130,1
Glasgow and Galloway,S00159131,1
Glasgow and Galloway,S00159132,1
Glasgow and Galloway,S00159133,1
Glasgow and Galloway,S00159134,1
Glasgow and Galloway,S00159135,1
Glasgow and Galloway,S00159136,1
Glasgow and Galloway,S00159137,1
Glasgow and Galloway,S00159138,1
Glasgow and Galloway,S00159139,1
Glasgow and Galloway,S00159140,1
Glasgow and Galloway,S00159141,1
Glasgow and Galloway,S00159142,1
Glasgow and Galloway,S00159143,1
Glasgow and Galloway,S00159144,1
Glasgow and Galloway,S00159145,1
Glasgow and Galloway,S00159146,1
Glasgow and Galloway,S00159147,1
Glasgow and Galloway,S00159148,1
Glasgow and Galloway,S00159149,1
Glasgow and Galloway,S00159150,1
Glasgow and Galloway,S00159151,1
Glasgow and Galloway,S00159152,1
Glasgow and Galloway,S00159153,1
Glasgow and Galloway,S00159154,1
Glasgow and Galloway,S00159155,1
Glasgow and Galloway,S00159156,1
Glasgow and Galloway,S00159157,1
Glasgow and Galloway,S00159158,1
Glasgow and Galloway,S00159159,1
Glasgow and Galloway,S00159160,1
Glasgow and Galloway,S00159161,1
Glasgow and Galloway,S00159162,1
Glasgow and Galloway,S00159163,1
Glasgow and Galloway,S00159164,1
Glasgow and Galloway,S00159165,1
Glasgow and Galloway,S00159166,1
Glasgow and Galloway,S00159167,1
Glasgow and Galloway,S00159168,1
Glasgow and Galloway,S00159169,1
Glasgow and Galloway,S00159170,1
Glasgow and Galloway,S00159171,1
Glasgow and Galloway,S00159172,1
Glasgow and Galloway,S00159173,1
Glasgow and Galloway,S00159174,1
Glasgow and Galloway,S00159175,1
Glasgow and Galloway,S00159176,1
Glasgow and Galloway,S00159177,1
Glasgow and Galloway,S00159178,1
Glasgow and Galloway,S00159179,1
Glasgow and Galloway,S00159180,1
Glasgow and Galloway,S00159181,1
Glasgow and Galloway,S00159182,1
Glasgow and Galloway,S00159183,1
Glasgow and Galloway,S00159184,1
Glasgow and Galloway,S00159185,1
