diocese,oa_2022_code,oa_in_dio
Glasgow and Galloway,S00159186,1
Glasgow and Galloway,S00159187,1
Glasgow and Galloway,S00159188,1
Glasgow and Galloway,S00159189,1
Glasgow and Galloway,S00159190,1
Glasgow and Galloway,S00159191,1
Glasgow and Galloway,S00159192,1
Glasgow and Galloway,S00159193,1
Glasgow and Galloway,S00159194,1
Glasgow and Galloway,S00159195,1
Glasgow and Galloway,S00159196,1
Glasgow and Galloway,S00159197,1
Glasgow and Galloway,S00159198,1
Glasgow and Galloway,S00159199,1
Glasgow and Galloway,S00159200,1
Glasgow and Galloway,S00159201,1
Glasgow and Galloway,S00159202,1
Glasgow and Galloway,S00159203,1
Glasgow and Galloway,S00159204,1
Glasgow and Galloway,S00159205,1
Glasgow and Galloway,S00159206,1
Glasgow and Galloway,S00159207,1
Glasgow and Galloway,S00159208,1
Glasgow and Galloway,S00159209,1
Glasgow and Galloway,S00159210,1
Glasgow and Galloway,S00159211,1
Glasgow and Galloway,S00159212,1
Glasgow and Galloway,S00159213,1
Glasgow and Galloway,S00159214,1
Glasgow and Galloway,S00159215,1
Glasgow and Galloway,S00159216,1
Glasgow and Galloway,S00159217,1
Glasgow and Galloway,S00159218,1
Glasgow and Galloway,S00159219,1
Glasgow and Galloway,S00159220,1
Glasgow and Galloway,S00159221,1
Glasgow and Galloway,S00159222,1
Glasgow and Galloway,S00159223,1
Glasgow and Galloway,S00159224,1
Glasgow and Galloway,S00159225,1
Glasgow and Galloway,S00159226,1
Glasgow and Galloway,S00159227,1
Glasgow and Galloway,S00159228,1
Glasgow and Galloway,S00159229,1
Glasgow and Galloway,S00159230,1
Glasgow and Galloway,S00159231,1
Glasgow and Galloway,S00159232,1
Glasgow and Galloway,S00159233,1
Glasgow and Galloway,S00159234,1
Glasgow and Galloway,S00159235,1
Glasgow and Galloway,S00159236,1
Glasgow and Galloway,S00159237,1
Glasgow and Galloway,S00159238,1
Glasgow and Galloway,S00159239,1
Glasgow and Galloway,S00159240,1
Glasgow and Galloway,S00159241,1
Glasgow and Galloway,S00159242,1
Glasgow and Galloway,S00159243,1
Glasgow and Galloway,S00159244,1
Glasgow and Galloway,S00159245,1
Glasgow and Galloway,S00159246,1
Glasgow and Galloway,S00159247,1
Glasgow and Galloway,S00159248,1
Glasgow and Galloway,S00159249,1
Glasgow and Galloway,S00159250,1
Glasgow and Galloway,S00159251,1
Glasgow and Galloway,S00159252,1
Glasgow and Galloway,S00159253,1
Glasgow and Galloway,S00159254,1
Glasgow and Galloway,S00159255,1
Glasgow and Galloway,S00159256,1
Glasgow and Galloway,S00159257,1
Glasgow and Galloway,S00159258,1
Glasgow and Galloway,S00159259,1
Glasgow and Galloway,S00159260,1
Glasgow and Galloway,S00159261,1
Glasgow and Galloway,S00159262,1
Glasgow and Galloway,S00159263,1
Glasgow and Galloway,S00159264,1
Glasgow and Galloway,S00159265,1
Glasgow and Galloway,S00159266,1
Glasgow and Galloway,S00159267,1
Glasgow and Galloway,S00159268,1
Glasgow and Galloway,S00159269,1
Glasgow and Galloway,S00159270,1
Glasgow and Galloway,S00159271,1
Glasgow and Galloway,S00159272,1
Glasgow and Galloway,S00159273,1
Glasgow and Galloway,S00159274,1
Glasgow and Galloway,S00159275,1
Glasgow and Galloway,S00159276,1
Glasgow and Galloway,S00159277,1
Glasgow and Galloway,S00159278,1
Glasgow and Galloway,S00159279,1
Glasgow and Galloway,S00159280,1
Glasgow and Galloway,S00159281,1
Glasgow and Galloway,S00159282,1
Glasgow and Galloway,S00159283,1
Glasgow and Galloway,S00159284,1
Glasgow and Galloway,S00159285,1
Glasgow and Galloway,S00159286,1
Glasgow and Galloway,S00159287,1
Glasgow and Galloway,S00159288,1
Glasgow and Galloway,S00159289,1
Glasgow and Galloway,S00159290,1
Glasgow and Galloway,S00159291,1
Glasgow and Galloway,S00159292,1
Glasgow and Galloway,S00159293,1
Glasgow and Galloway,S00159294,1
Glasgow and Galloway,S00159295,1
Glasgow and Galloway,S00159296,1
Glasgow and Galloway,S00159297,1
Glasgow and Galloway,S00159298,1
Glasgow and Galloway,S00159299,1
Glasgow and Galloway,S00159300,1
Glasgow and Galloway,S00159301,1
Glasgow and Galloway,S00159302,1
Glasgow and Galloway,S00159303,1
Glasgow and Galloway,S00159304,1
Glasgow and Galloway,S00159305,1
Glasgow and Galloway,S00159306,1
Glasgow and Galloway,S00159307,1
Glasgow and Galloway,S00159308,1
Glasgow and Galloway,S00159309,1
Glasgow and Galloway,S00159310,1
Glasgow and Galloway,S00159311,1
Glasgow and Galloway,S00159312,1
Glasgow and Galloway,S00159313,1
Glasgow and Galloway,S00159314,1
Glasgow and Galloway,S00159315,1
Glasgow and Galloway,S00159316,1
Glasgow and Galloway,S00159317,1
Glasgow and Galloway,S00159318,1
Glasgow and Galloway,S00159319,1
Glasgow and Galloway,S00159320,1
Glasgow and Galloway,S00159321,1
Glasgow and Galloway,S00159322,1
Glasgow and Galloway,S00159323,1
Glasgow and Galloway,S00159324,1
Glasgow and Galloway,S00159325,1
Glasgow and Galloway,S00159326,1
Glasgow and Galloway,S00159327,1
Glasgow and Galloway,S00159328,1
Glasgow and Galloway,S00159329,1
Glasgow and Galloway,S00159330,1
Glasgow and Galloway,S00159331,1
Glasgow and Galloway,S00159332,1
Glasgow and Galloway,S00159333,1
Glasgow and Galloway,S00159334,1
Glasgow and Galloway,S00159335,1
Glasgow and Galloway,S00159336,1
Glasgow and Galloway,S00159337,1
Glasgow and Galloway,S00159338,1
Glasgow and Galloway,S00159339,1
Glasgow and Galloway,S00159340,1
Glasgow and Galloway,S00159341,1
Glasgow and Galloway,S00159342,1
Glasgow and Galloway,S00159343,1
Glasgow and Galloway,S00159344,1
Glasgow and Galloway,S00159345,1
Glasgow and Galloway,S00159346,1
Glasgow and Galloway,S00159347,1
Glasgow and Galloway,S00159348,1
Glasgow and Galloway,S00159349,1
Glasgow and Galloway,S00159350,1
Glasgow and Galloway,S00159351,1
Glasgow and Galloway,S00159352,1
Glasgow and Galloway,S00159353,1
Glasgow and Galloway,S00159354,1
Glasgow and Galloway,S00159355,1
Glasgow and Galloway,S00159356,1
Glasgow and Galloway,S00159357,1
Glasgow and Galloway,S00159358,1
Glasgow and Galloway,S00159359,1
Glasgow and Galloway,S00159360,1
Glasgow and Galloway,S00159361,1
Glasgow and Galloway,S00159362,1
Glasgow and Galloway,S00159363,1
Glasgow and Galloway,S00159364,1
Glasgow and Galloway,S00159365,1
Glasgow and Galloway,S00159366,1
Glasgow and Galloway,S00159367,1
Glasgow and Galloway,S00159368,1
Glasgow and Galloway,S00159369,1
Glasgow and Galloway,S00159370,1
Glasgow and Galloway,S00159371,1
Glasgow and Galloway,S00159372,1
Glasgow and Galloway,S00159373,1
Glasgow and Galloway,S00159374,1
Glasgow and Galloway,S00159375,1
Glasgow and Galloway,S00159376,1
Glasgow and Galloway,S00159377,1
Glasgow and Galloway,S00159378,1
Glasgow and Galloway,S00159379,1
Glasgow and Galloway,S00159380,1
Glasgow and Galloway,S00159381,1
Glasgow and Galloway,S00159382,1
Glasgow and Galloway,S00159383,1
Glasgow and Galloway,S00159384,1
Glasgow and Galloway,S00159385,1
Glasgow and Galloway,S00159386,1
Glasgow and Galloway,S00159387,1
Glasgow and Galloway,S00159388,1
Glasgow and Galloway,S00159389,1
Glasgow and Galloway,S00159390,1
Glasgow and Galloway,S00159391,1
Glasgow and Galloway,S00159392,1
Glasgow and Galloway,S00159393,1
Glasgow and Galloway,S00159394,1
Glasgow and Galloway,S00159395,1
Glasgow and Galloway,S00159396,1
Glasgow and Galloway,S00159397,1
Glasgow and Galloway,S00159398,1
Glasgow and Galloway,S00159399,1
Glasgow and Galloway,S00159400,1
Glasgow and Galloway,S00159401,1
Glasgow and Galloway,S00159402,1
Glasgow and Galloway,S00159403,1
Glasgow and Galloway,S00159404,1
Glasgow and Galloway,S00159405,1
Glasgow and Galloway,S00159406,1
Glasgow and Galloway,S00159407,1
Glasgow and Galloway,S00159408,1
Glasgow and Galloway,S00159409,1
Glasgow and Galloway,S00159410,1
Glasgow and Galloway,S00159411,1
Glasgow and Galloway,S00159412,1
Glasgow and Galloway,S00159413,1
Glasgow and Galloway,S00159414,1
Glasgow and Galloway,S00159415,1
Glasgow and Galloway,S00159416,1
Glasgow and Galloway,S00159417,1
Glasgow and Galloway,S00159418,1
Glasgow and Galloway,S00159419,1
Glasgow and Galloway,S00159420,1
Glasgow and Galloway,S00159421,1
Glasgow and Galloway,S00159422,1
Glasgow and Galloway,S00159423,1
Glasgow and Galloway,S00159424,1
Glasgow and Galloway,S00159425,1
Glasgow and Galloway,S00159426,1
Glasgow and Galloway,S00159427,1
Glasgow and Galloway,S00159428,1
Glasgow and Galloway,S00159429,1
Glasgow and Galloway,S00159430,1
Glasgow and Galloway,S00159431,1
Glasgow and Galloway,S00159432,1
Glasgow and Galloway,S00159433,1
Glasgow and Galloway,S00159434,1
Glasgow and Galloway,S00159435,1
Glasgow and Galloway,S00159436,1
Glasgow and Galloway,S00159437,1
Glasgow and Galloway,S00159438,1
Glasgow and Galloway,S00159439,1
Glasgow and Galloway,S00159440,1
Glasgow and Galloway,S00159441,1
Glasgow and Galloway,S00159442,1
Glasgow and Galloway,S00159443,1
Glasgow and Galloway,S00159444,1
Glasgow and Galloway,S00159445,1
Glasgow and Galloway,S00159446,1
Glasgow and Galloway,S00159447,1
Glasgow and Galloway,S00159448,1
Glasgow and Galloway,S00159449,1
Glasgow and Galloway,S00159450,1
Glasgow and Galloway,S00159451,1
Glasgow and Galloway,S00159452,1
Glasgow and Galloway,S00159453,1
Glasgow and Galloway,S00159454,1
Glasgow and Galloway,S00159455,1
Glasgow and Galloway,S00159456,1
Glasgow and Galloway,S00159457,1
Glasgow and Galloway,S00159458,1
Glasgow and Galloway,S00159459,1
Glasgow and Galloway,S00159460,1
Glasgow and Galloway,S00159461,1
Glasgow and Galloway,S00159462,1
Glasgow and Galloway,S00159463,1
Glasgow and Galloway,S00159464,1
Glasgow and Galloway,S00159465,1
Glasgow and Galloway,S00159466,1
Glasgow and Galloway,S00159467,1
Glasgow and Galloway,S00159468,1
Glasgow and Galloway,S00159469,1
Glasgow and Galloway,S00159470,1
Glasgow and Galloway,S00159471,1
Glasgow and Galloway,S00159472,1
Glasgow and Galloway,S00159473,1
Glasgow and Galloway,S00159474,1
Glasgow and Galloway,S00159475,1
Glasgow and Galloway,S00159476,1
Glasgow and Galloway,S00159477,1
Glasgow and Galloway,S00159478,1
Glasgow and Galloway,S00159479,1
Glasgow and Galloway,S00159480,1
Glasgow and Galloway,S00159481,1
Glasgow and Galloway,S00159482,1
Glasgow and Galloway,S00159483,1
Glasgow and Galloway,S00159484,1
Glasgow and Galloway,S00159485,1
Glasgow and Galloway,S00159486,1
Glasgow and Galloway,S00159487,1
Glasgow and Galloway,S00159488,1
Glasgow and Galloway,S00159489,1
Glasgow and Galloway,S00159490,1
Glasgow and Galloway,S00159491,1
Glasgow and Galloway,S00159492,1
Glasgow and Galloway,S00159493,1
Glasgow and Galloway,S00159494,1
Glasgow and Galloway,S00159495,1
Glasgow and Galloway,S00159496,1
Glasgow and Galloway,S00159497,1
Glasgow and Galloway,S00159498,1
Glasgow and Galloway,S00159499,1
Glasgow and Galloway,S00159500,1
Glasgow and Galloway,S00159501,1
Glasgow and Galloway,S00159502,1
Glasgow and Galloway,S00159503,1
Glasgow and Galloway,S00159504,1
Glasgow and Galloway,S00159505,1
Glasgow and Galloway,S00159506,1
Glasgow and Galloway,S00159507,1
Glasgow and Galloway,S00159508,1
Glasgow and Galloway,S00159509,1
Glasgow and Galloway,S00159510,1
Glasgow and Galloway,S00159511,1
Glasgow and Galloway,S00159512,1
Glasgow and Galloway,S00159513,1
Glasgow and Galloway,S00159514,1
Glasgow and Galloway,S00159515,1
Glasgow and Galloway,S00159516,1
Glasgow and Galloway,S00159517,1
Glasgow and Galloway,S00159518,1
Glasgow and Galloway,S00159519,1
Glasgow and Galloway,S00159520,1
Glasgow and Galloway,S00159521,1
Glasgow and Galloway,S00159522,1
Glasgow and Galloway,S00159523,1
Glasgow and Galloway,S00159524,1
Glasgow and Galloway,S00159525,1
Glasgow and Galloway,S00159526,1
Glasgow and Galloway,S00159527,1
Glasgow and Galloway,S00159528,1
Glasgow and Galloway,S00159529,1
Glasgow and Galloway,S00159530,1
Glasgow and Galloway,S00159531,1
Glasgow and Galloway,S00159532,1
Glasgow and Galloway,S00159533,1
Glasgow and Galloway,S00159534,1
Glasgow and Galloway,S00159535,1
Glasgow and Galloway,S00159536,1
Glasgow and Galloway,S00159537,1
Glasgow and Galloway,S00159538,1
Glasgow and Galloway,S00159539,1
Glasgow and Galloway,S00159540,1
Glasgow and Galloway,S00159541,1
Glasgow and Galloway,S00159542,1
Glasgow and Galloway,S00159543,1
Glasgow and Galloway,S00159544,1
Glasgow and Galloway,S00159545,1
Glasgow and Galloway,S00159546,1
Glasgow and Galloway,S00159547,1
Glasgow and Galloway,S00159548,1
Glasgow and Galloway,S00159549,1
Glasgow and Galloway,S00159550,1
Glasgow and Galloway,S00159551,1
Glasgow and Galloway,S00159552,1
Glasgow and Galloway,S00159553,1
Glasgow and Galloway,S00159554,1
Glasgow and Galloway,S00159555,1
Glasgow and Galloway,S00159556,1
Glasgow and Galloway,S00159557,1
Glasgow and Galloway,S00159558,1
Glasgow and Galloway,S00159559,1
Glasgow and Galloway,S00159560,1
Glasgow and Galloway,S00159561,1
Glasgow and Galloway,S00159562,1
Glasgow and Galloway,S00159563,1
Glasgow and Galloway,S00159564,1
Glasgow and Galloway,S00159565,1
Glasgow and Galloway,S00159566,1
Glasgow and Galloway,S00159567,1
Glasgow and Galloway,S00159568,1
Glasgow and Galloway,S00159569,1
Glasgow and Galloway,S00159570,1
Glasgow and Galloway,S00159571,1
Glasgow and Galloway,S00159572,1
Glasgow and Galloway,S00159573,1
Glasgow and Galloway,S00159574,1
Glasgow and Galloway,S00159575,1
Glasgow and Galloway,S00159576,1
Glasgow and Galloway,S00159577,1
Glasgow and Galloway,S00159578,1
Glasgow and Galloway,S00159579,1
Glasgow and Galloway,S00159580,1
Glasgow and Galloway,S00159581,1
Glasgow and Galloway,S00159582,1
Glasgow and Galloway,S00159583,1
Glasgow and Galloway,S00159584,1
Glasgow and Galloway,S00159585,1
Glasgow and Galloway,S00159586,1
Glasgow and Galloway,S00159587,1
Glasgow and Galloway,S00159588,1
Glasgow and Galloway,S00159589,1
Glasgow and Galloway,S00159590,1
Glasgow and Galloway,S00159591,1
Glasgow and Galloway,S00159592,1
Glasgow and Galloway,S00159593,1
Glasgow and Galloway,S00159594,1
Glasgow and Galloway,S00159595,1
Glasgow and Galloway,S00159596,1
Glasgow and Galloway,S00159597,1
Glasgow and Galloway,S00159598,1
Glasgow and Galloway,S00159599,1
Glasgow and Galloway,S00159600,1
Glasgow and Galloway,S00159601,1
Glasgow and Galloway,S00159602,1
Glasgow and Galloway,S00159603,1
Glasgow and Galloway,S00159604,1
Glasgow and Galloway,S00159605,1
Glasgow and Galloway,S00159606,1
Glasgow and Galloway,S00159607,1
Glasgow and Galloway,S00159608,1
Glasgow and Galloway,S00159609,1
Glasgow and Galloway,S00159610,1
Glasgow and Galloway,S00159611,1
Glasgow and Galloway,S00159612,1
Glasgow and Galloway,S00159613,1
Glasgow and Galloway,S00159614,1
Glasgow and Galloway,S00159615,1
Glasgow and Galloway,S00159616,1
Glasgow and Galloway,S00159617,1
Glasgow and Galloway,S00159618,1
Glasgow and Galloway,S00159619,1
Glasgow and Galloway,S00159620,1
Glasgow and Galloway,S00159621,1
Glasgow and Galloway,S00159622,1
Glasgow and Galloway,S00159623,1
Glasgow and Galloway,S00159624,1
Glasgow and Galloway,S00159625,1
Glasgow and Galloway,S00159626,1
Glasgow and Galloway,S00159627,1
Glasgow and Galloway,S00159628,1
Glasgow and Galloway,S00159629,1
Glasgow and Galloway,S00159630,1
Glasgow and Galloway,S00159631,1
Glasgow and Galloway,S00159632,1
Glasgow and Galloway,S00159633,1
Glasgow and Galloway,S00159634,1
Glasgow and Galloway,S00159635,1
Glasgow and Galloway,S00159636,1
Glasgow and Galloway,S00159637,1
Glasgow and Galloway,S00159638,1
Glasgow and Galloway,S00159639,1
Glasgow and Galloway,S00159640,1
Glasgow and Galloway,S00159641,1
Glasgow and Galloway,S00159642,1
Glasgow and Galloway,S00159643,1
Glasgow and Galloway,S00159644,1
Glasgow and Galloway,S00159645,1
Glasgow and Galloway,S00159646,1
Glasgow and Galloway,S00159647,1
Glasgow and Galloway,S00159648,1
Glasgow and Galloway,S00159649,1
Glasgow and Galloway,S00159650,1
Glasgow and Galloway,S00159651,1
Glasgow and Galloway,S00159652,1
Glasgow and Galloway,S00159653,1
Glasgow and Galloway,S00159654,1
Glasgow and Galloway,S00159655,1
Glasgow and Galloway,S00159656,1
Glasgow and Galloway,S00159657,1
Glasgow and Galloway,S00159658,1
Glasgow and Galloway,S00159659,1
Glasgow and Galloway,S00159660,1
Glasgow and Galloway,S00159661,1
Glasgow and Galloway,S00159662,1
Glasgow and Galloway,S00159663,1
Glasgow and Galloway,S00159664,1
Glasgow and Galloway,S00159665,1
Glasgow and Galloway,S00159666,1
Glasgow and Galloway,S00159667,1
Glasgow and Galloway,S00159668,1
Glasgow and Galloway,S00159669,1
Glasgow and Galloway,S00159670,1
Glasgow and Galloway,S00159671,1
Glasgow and Galloway,S00159672,1
Glasgow and Galloway,S00159673,1
Glasgow and Galloway,S00159674,1
Glasgow and Galloway,S00159675,1
Glasgow and Galloway,S00159676,1
Glasgow and Galloway,S00159677,1
Glasgow and Galloway,S00159678,1
Glasgow and Galloway,S00159679,1
Glasgow and Galloway,S00159680,1
Glasgow and Galloway,S00159681,1
Glasgow and Galloway,S00159682,1
Glasgow and Galloway,S00159683,1
Glasgow and Galloway,S00159684,1
Glasgow and Galloway,S00159685,1
Glasgow and Galloway,S00159686,1
Glasgow and Galloway,S00159687,1
Glasgow and Galloway,S00159688,1
Glasgow and Galloway,S00159689,1
Glasgow and Galloway,S00159690,1
Glasgow and Galloway,S00159691,1
Glasgow and Galloway,S00159692,1
Glasgow and Galloway,S00159693,1
Glasgow and Galloway,S00159694,1
Glasgow and Galloway,S00159695,1
Glasgow and Galloway,S00159696,1
Glasgow and Galloway,S00159697,1
Glasgow and Galloway,S00159698,1
Glasgow and Galloway,S00159699,1
Glasgow and Galloway,S00159700,1
Glasgow and Galloway,S00159701,1
Glasgow and Galloway,S00159702,1
Glasgow and Galloway,S00159703,1
Glasgow and Galloway,S00159704,1
Glasgow and Galloway,S00159705,1
Glasgow and Galloway,S00159706,1
Glasgow and Galloway,S00159707,1
Glasgow and Galloway,S00159708,1
Glasgow and Galloway,S00159709,1
Glasgow and Galloway,S00159710,1
Glasgow and Galloway,S00159711,1
Glasgow and Galloway,S00159712,1
Glasgow and Galloway,S00159713,1
Glasgow and Galloway,S00159714,1
Glasgow and Galloway,S00159715,1
Glasgow and Galloway,S00159716,1
Glasgow and Galloway,S00159717,1
Glasgow and Galloway,S00159718,1
Glasgow and Galloway,S00159719,1
Glasgow and Galloway,S00159720,1
Glasgow and Galloway,S00159721,1
Glasgow and Galloway,S00159722,1
Glasgow and Galloway,S00159723,1
Glasgow and Galloway,S00159724,1
Glasgow and Galloway,S00159725,1
Glasgow and Galloway,S00159726,1
Glasgow and Galloway,S00159727,1
Glasgow and Galloway,S00159728,1
Glasgow and Galloway,S00159729,1
Glasgow and Galloway,S00159730,1
Glasgow and Galloway,S00159731,1
Glasgow and Galloway,S00159732,1
Glasgow and Galloway,S00159733,1
Glasgow and Galloway,S00159734,1
Glasgow and Galloway,S00159735,1
Glasgow and Galloway,S00159736,1
Glasgow and Galloway,S00159737,1
Glasgow and Galloway,S00159738,1
Glasgow and Galloway,S00159739,1
Glasgow and Galloway,S00159740,1
Glasgow and Galloway,S00159741,1
Glasgow and Galloway,S00159742,1
Glasgow and Galloway,S00159743,1
Glasgow and Galloway,S00159744,1
Glasgow and Galloway,S00159745,1
Glasgow and Galloway,S00159746,1
Glasgow and Galloway,S00159747,1
Glasgow and Galloway,S00159748,1
Glasgow and Galloway,S00159749,1
Glasgow and Galloway,S00159750,1
Glasgow and Galloway,S00159751,1
Glasgow and Galloway,S00159752,1
Glasgow and Galloway,S00159753,1
Glasgow and Galloway,S00159754,1
Glasgow and Galloway,S00159755,1
Glasgow and Galloway,S00159756,1
Glasgow and Galloway,S00159757,1
Glasgow and Galloway,S00159758,1
Glasgow and Galloway,S00159759,1
Glasgow and Galloway,S00159760,1
Glasgow and Galloway,S00159761,1
Glasgow and Galloway,S00159762,1
Glasgow and Galloway,S00159763,1
Glasgow and Galloway,S00159764,1
Glasgow and Galloway,S00159765,1
Glasgow and Galloway,S00159766,1
Glasgow and Galloway,S00159767,1
Glasgow and Galloway,S00159768,1
Glasgow and Galloway,S00159769,1
Glasgow and Galloway,S00159770,1
Glasgow and Galloway,S00159771,1
Glasgow and Galloway,S00159772,1
Glasgow and Galloway,S00159773,1
